Designator,Mid X,Mid Y,Rotation,Layer
C1,220.0,-145.75,180.0,top
M1,218.5,-142.4,108.43,top
M2,224.32,-143.56,56.15,top
M3,227.6,-148.5,11.16,top
M4,226.4,-154.32,145.98,top
M5,221.5,-157.6,101.16,top
M6,215.7,-156.44,56.27,top
M7,212.4,-151.5,11.16,top
M8,213.6,-145.68,145.98,top
N1,223.0,-137.0,90.0,top
N2,217.0,-137.0,90.0,top
